ID,Label,Workclass,Education,Marital-status,Occupation,Relationship,Race,Sex,Native-country
CLI1969,>50K,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,Taiwan
CLI1970,>50K,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI1971,>50K,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
CLI1972,<=50K,Private,11th,Never-married,Prof-specialty,Own-child,White,Female,United-States
CLI1973,<=50K,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI1974,<=50K,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,Canada
CLI1975,<=50K,Private,10th,Divorced,Craft-repair,Unmarried,White,Male,United-States
CLI1976,<=50K,Private,HS-grad,Separated,Protective-serv,Own-child,White,Female,United-States
CLI1977,<=50K,?,7th-8th,Married-civ-spouse,?,Husband,White,Male,United-States
CLI1978,<=50K,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,United-States
CLI1979,<=50K,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States
CLI1980,<=50K,Private,Some-college,Never-married,Other-service,Own-child,Black,Male,United-States
CLI1981,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States
CLI1982,>50K,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI1983,<=50K,State-gov,HS-grad,Never-married,Protective-serv,Own-child,White,Male,United-States
CLI1984,<=50K,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,Canada
CLI1985,<=50K,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,United-States
CLI1986,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States
CLI1987,<=50K,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,United-States
CLI1988,>50K,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
CLI1989,>50K,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States
CLI1990,<=50K,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States
CLI1991,<=50K,Private,HS-grad,Divorced,Craft-repair,Own-child,White,Male,United-States
CLI1992,>50K,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
CLI1993,>50K,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI1994,>50K,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI1995,>50K,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI1996,<=50K,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,Male,United-States
CLI1997,<=50K,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Male,United-States
CLI1998,<=50K,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
CLI1999,<=50K,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,United-States
CLI2000,<=50K,Private,HS-grad,Separated,Prof-specialty,Unmarried,White,Female,Puerto-Rico
CLI2001,<=50K,Private,5th-6th,Divorced,Other-service,Unmarried,White,Female,Puerto-Rico
CLI2002,<=50K,Local-gov,Bachelors,Never-married,Protective-serv,Own-child,Black,Male,United-States
CLI2003,>50K,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,Philippines
CLI2004,<=50K,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States
CLI2005,<=50K,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI2006,<=50K,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI2007,>50K,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI2008,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
CLI2009,<=50K,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,Black,Female,United-States
CLI2010,<=50K,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States
CLI2011,<=50K,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI2012,<=50K,Private,12th,Never-married,Transport-moving,Not-in-family,Black,Male,United-States
CLI2013,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico
CLI2014,<=50K,Self-emp-inc,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States
CLI2015,<=50K,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,United-States
CLI2016,<=50K,Private,1st-4th,Married-civ-spouse,Other-service,Husband,White,Male,Mexico
CLI2017,<=50K,Private,1st-4th,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,Cambodia
CLI2018,>50K,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
CLI2019,<=50K,Private,7th-8th,Divorced,Machine-op-inspct,Not-in-family,White,Male,Guatemala
CLI2020,<=50K,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,White,Male,United-States
CLI2021,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI2022,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI2023,<=50K,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,United-States
CLI2024,<=50K,Private,11th,Divorced,Other-service,Other-relative,White,Female,United-States
CLI2025,<=50K,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI2026,>50K,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States
CLI2027,<=50K,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Male,United-States
CLI2028,>50K,Private,Assoc-voc,Never-married,Sales,Not-in-family,White,Male,United-States
CLI2029,<=50K,?,HS-grad,Widowed,?,Not-in-family,White,Female,United-States
CLI2030,<=50K,?,HS-grad,Separated,?,Not-in-family,White,Female,United-States
CLI2031,<=50K,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
CLI2032,<=50K,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI2033,<=50K,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,United-States
CLI2034,<=50K,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI2035,>50K,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,South
CLI2036,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI2037,<=50K,Private,HS-grad,Never-married,Sales,Unmarried,Black,Female,United-States
CLI2038,<=50K,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI2039,<=50K,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,Mexico
CLI2040,<=50K,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,United-States
CLI2041,<=50K,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States
CLI2042,>50K,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI2043,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI2044,<=50K,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Black,Male,United-States
CLI2045,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI2046,<=50K,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States
CLI2047,<=50K,Private,Assoc-acdm,Never-married,Sales,Not-in-family,Other,Male,United-States
CLI2048,<=50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI2049,<=50K,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI2050,>50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI2051,>50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
CLI2052,<=50K,Local-gov,HS-grad,Separated,Protective-serv,Unmarried,Black,Female,United-States
CLI2053,<=50K,Private,Some-college,Never-married,Craft-repair,Own-child,White,Female,United-States
CLI2054,<=50K,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States
CLI2055,<=50K,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,United-States
CLI2056,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI2057,>50K,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,United-States
CLI2058,>50K,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
CLI2059,<=50K,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,United-States
CLI2060,>50K,Local-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI2061,<=50K,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States
CLI2062,>50K,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI2063,<=50K,Federal-gov,11th,Widowed,Adm-clerical,Not-in-family,White,Female,United-States
CLI2064,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI2065,<=50K,Private,Some-college,Married-spouse-absent,Adm-clerical,Own-child,White,Female,United-States
CLI2066,<=50K,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,Japan
CLI2067,>50K,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,United-States
CLI2068,<=50K,Private,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,United-States
CLI2069,<=50K,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States
CLI2070,<=50K,Private,HS-grad,Married-spouse-absent,Other-service,Not-in-family,White,Female,France
CLI2071,<=50K,Local-gov,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,United-States
CLI2072,<=50K,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States
CLI2073,<=50K,?,HS-grad,Widowed,?,Not-in-family,White,Female,United-States
CLI2074,>50K,Private,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI2075,<=50K,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Male,United-States
CLI2076,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI2077,<=50K,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,United-States
CLI2078,<=50K,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Female,Cuba
CLI2079,<=50K,State-gov,Assoc-acdm,Divorced,Other-service,Not-in-family,White,Female,United-States
CLI2080,<=50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI2081,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI2082,<=50K,Private,Bachelors,Never-married,Prof-specialty,Unmarried,White,Male,United-States
CLI2083,<=50K,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
CLI2084,<=50K,Local-gov,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI2085,<=50K,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States
CLI2086,<=50K,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
CLI2087,<=50K,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI2088,<=50K,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Female,United-States
CLI2089,>50K,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
CLI2090,<=50K,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI2091,<=50K,Private,Some-college,Never-married,Exec-managerial,Own-child,Black,Female,United-States
CLI2092,<=50K,Private,Bachelors,Divorced,Sales,Unmarried,White,Male,United-States
CLI2093,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI2094,>50K,Local-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,United-States
CLI2095,<=50K,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States
CLI2096,<=50K,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States
CLI2097,<=50K,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States
CLI2098,<=50K,Local-gov,12th,Never-married,Handlers-cleaners,Unmarried,Black,Female,United-States
CLI2099,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI2100,<=50K,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States
CLI2101,<=50K,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
CLI2102,<=50K,State-gov,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,United-States
CLI2103,<=50K,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI2104,<=50K,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States
CLI2105,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI2106,<=50K,?,HS-grad,Married-civ-spouse,?,Not-in-family,White,Female,United-States
CLI2107,<=50K,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
CLI2108,<=50K,Private,Some-college,Divorced,Sales,Own-child,White,Female,Iran
CLI2109,<=50K,Private,Some-college,Divorced,Exec-managerial,Other-relative,White,Female,United-States
CLI2110,<=50K,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,United-States
CLI2111,<=50K,Private,Bachelors,Never-married,Tech-support,Own-child,White,Male,United-States
CLI2112,<=50K,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,United-States
CLI2113,>50K,Private,Prof-school,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States
CLI2114,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI2115,>50K,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI2116,>50K,?,Some-college,Married-civ-spouse,?,Husband,White,Male,United-States
CLI2117,<=50K,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States
CLI2118,<=50K,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States
CLI2119,<=50K,Private,11th,Divorced,Sales,Unmarried,White,Female,United-States
CLI2120,>50K,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI2121,<=50K,State-gov,12th,Married-civ-spouse,Other-service,Wife,White,Female,United-States
CLI2122,<=50K,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
CLI2123,<=50K,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
CLI2124,<=50K,?,Assoc-acdm,Never-married,?,Own-child,White,Male,United-States
CLI2125,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Columbia
CLI2126,<=50K,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,Canada
CLI2127,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI2128,<=50K,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI2129,<=50K,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States
CLI2130,<=50K,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,United-States
CLI2131,<=50K,State-gov,Some-college,Never-married,Other-service,Own-child,White,Female,United-States
CLI2132,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI2133,<=50K,?,Some-college,Never-married,?,Own-child,White,Female,United-States
CLI2134,<=50K,Private,Assoc-voc,Divorced,Other-service,Not-in-family,White,Female,?
CLI2135,<=50K,Private,HS-grad,Divorced,Adm-clerical,Other-relative,Black,Female,United-States
CLI2136,<=50K,Private,HS-grad,Separated,Other-service,Own-child,White,Female,United-States
CLI2137,<=50K,Self-emp-not-inc,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States
CLI2138,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI2139,<=50K,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States
CLI2140,<=50K,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI2141,<=50K,Private,11th,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,Philippines
CLI2142,<=50K,?,HS-grad,Married-civ-spouse,?,Husband,Black,Male,United-States
CLI2143,<=50K,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,United-States
CLI2144,>50K,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
CLI2145,<=50K,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI2146,<=50K,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI2147,<=50K,Private,12th,Never-married,Adm-clerical,Own-child,White,Male,United-States
CLI2148,<=50K,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,United-States
CLI2149,<=50K,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI2150,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI2151,<=50K,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,United-States
CLI2152,<=50K,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
CLI2153,<=50K,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI2154,<=50K,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,United-States
CLI2155,>50K,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
CLI2156,<=50K,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
CLI2157,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI2158,<=50K,Private,Assoc-voc,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,United-States
CLI2159,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI2160,>50K,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI2161,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI2162,<=50K,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States
CLI2163,<=50K,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States
CLI2164,<=50K,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,United-States
CLI2165,<=50K,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI2166,<=50K,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
CLI2167,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI2168,<=50K,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Own-child,White,Male,United-States
CLI2169,<=50K,Private,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI2170,<=50K,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,United-States
CLI2171,<=50K,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States
CLI2172,<=50K,?,11th,Never-married,?,Own-child,White,Female,United-States
CLI2173,<=50K,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,United-States
CLI2174,<=50K,Private,HS-grad,Divorced,Sales,Own-child,White,Female,United-States
CLI2175,<=50K,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI2176,<=50K,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
CLI2177,>50K,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
CLI2178,<=50K,State-gov,9th,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
CLI2179,<=50K,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,United-States
CLI2180,<=50K,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,United-States
CLI2181,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
CLI2182,<=50K,?,Some-college,Married-civ-spouse,?,Husband,White,Male,United-States
CLI2183,>50K,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI2184,<=50K,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,United-States
CLI2185,<=50K,Private,10th,Never-married,Other-service,Own-child,White,Male,United-States
CLI2186,<=50K,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,United-States
CLI2187,<=50K,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,United-States
CLI2188,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States
CLI2189,>50K,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,United-States
CLI2190,<=50K,Private,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,United-States
CLI2191,>50K,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI2192,<=50K,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,United-States
CLI2193,>50K,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI2194,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI2195,<=50K,?,HS-grad,Widowed,?,Not-in-family,White,Female,United-States
CLI2196,<=50K,Private,HS-grad,Never-married,Sales,Own-child,White,Male,United-States
CLI2197,<=50K,?,Some-college,Divorced,?,Not-in-family,White,Male,United-States
CLI2198,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI2199,<=50K,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
CLI2200,<=50K,Private,HS-grad,Divorced,Other-service,Unmarried,White,Male,United-States
CLI2201,>50K,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States
CLI2202,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI2203,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
CLI2204,>50K,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI2205,<=50K,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,Canada
CLI2206,<=50K,Private,Assoc-acdm,Never-married,Farming-fishing,Own-child,White,Male,United-States
CLI2207,<=50K,Private,Assoc-acdm,Divorced,Other-service,Unmarried,White,Female,United-States
CLI2208,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
CLI2209,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI2210,<=50K,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States
CLI2211,<=50K,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
CLI2212,<=50K,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Female,United-States
CLI2213,<=50K,Private,10th,Never-married,Farming-fishing,Own-child,White,Male,United-States
CLI2214,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,United-States
CLI2215,<=50K,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
CLI2216,<=50K,Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States
CLI2217,<=50K,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States
CLI2218,<=50K,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
CLI2219,<=50K,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,?
CLI2220,>50K,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
CLI2221,<=50K,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
CLI2222,<=50K,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States
CLI2223,<=50K,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States
CLI2224,<=50K,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,United-States
CLI2225,<=50K,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States
CLI2226,<=50K,Private,Prof-school,Widowed,Prof-specialty,Unmarried,White,Female,United-States
CLI2227,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI2228,<=50K,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States
CLI2229,<=50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI2230,>50K,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI2231,>50K,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,United-States
CLI2232,<=50K,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,United-States
CLI2233,<=50K,Private,7th-8th,Never-married,Handlers-cleaners,Not-in-family,Black,Male,United-States
CLI2234,>50K,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
CLI2235,>50K,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
CLI2236,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Other,Male,Mexico
CLI2237,>50K,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,United-States
CLI2238,<=50K,State-gov,Some-college,Never-married,Tech-support,Own-child,White,Male,United-States
CLI2239,<=50K,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,Male,United-States
CLI2240,<=50K,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,Columbia
CLI2241,<=50K,Private,Some-college,Separated,Adm-clerical,Unmarried,White,Female,United-States
CLI2242,>50K,Private,Prof-school,Never-married,Prof-specialty,Own-child,White,Male,United-States
CLI2243,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI2244,<=50K,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,United-States
CLI2245,<=50K,Private,HS-grad,Never-married,Sales,Own-child,White,Female,United-States
CLI2246,<=50K,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,United-States
CLI2247,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI2248,<=50K,Private,Some-college,Never-married,Sales,Own-child,Black,Female,United-States
CLI2249,<=50K,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,Mexico
CLI2250,<=50K,Private,10th,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,Vietnam
CLI2251,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
CLI2252,<=50K,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,United-States
